longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,distance_LA,distance_SF,ratio_population_households,ratio_rooms_bedrooms
-122.27,37.79,27.0,1055.0,347.0,718.0,302.0,2.6354,187500.0,NEAR BAY,551.4110916105969,13.23789787485871,2.377483443708609,3.0403458213256482
-122.27,37.8,39.0,1715.0,623.0,1327.0,467.0,1.8477,179200.0,NEAR BAY,552.234051520118,13.423221537905523,2.841541755888651,2.752808988764045
-122.26,37.8,36.0,5329.0,2477.0,3469.0,2323.0,2.0096,130000.0,NEAR BAY,551.6440500468256,14.283982504029309,1.493327593628928,2.1513928138877674
-122.26,37.82,31.0,4596.0,1331.0,2048.0,1180.0,2.8345,183800.0,NEAR BAY,553.2949042464921,14.877034249091144,1.735593220338983,3.4530428249436516
-122.26,37.81,29.0,335.0,107.0,202.0,91.0,2.0062,125000.0,NEAR BAY,552.4689760244663,14.541070212826126,2.21978021978022,3.130841121495327
-122.26,37.82,22.0,3682.0,1270.0,2024.0,1250.0,1.2185,170000.0,NEAR BAY,553.2949042464921,14.877034249091144,1.6192,2.899212598425197
-122.26,37.82,37.0,3633.0,1085.0,1838.0,980.0,2.6104,193100.0,NEAR BAY,553.2949042464921,14.877034249091144,1.8755102040816327,3.3483870967741933
-122.25,37.81,29.0,4656.0,1414.0,2304.0,1250.0,2.4912,257800.0,NEAR BAY,551.8807697091821,15.389379651732098,1.8432,3.292786421499293
-122.25,37.81,28.0,5806.0,1603.0,2563.0,1497.0,3.2177,273400.0,NEAR BAY,551.8807697091821,15.389379651732098,1.7120908483633934,3.621958827199002
-122.25,37.81,39.0,854.0,242.0,389.0,228.0,3.125,237500.0,NEAR BAY,551.8807697091821,15.389379651732098,1.706140350877193,3.5289256198347108
-122.25,37.81,52.0,2155.0,701.0,895.0,613.0,2.5795,350000.0,NEAR BAY,551.8807697091821,15.389379651732098,1.4600326264274062,3.074179743223966
-122.26,37.81,34.0,5871.0,1914.0,2689.0,1789.0,2.8406,335700.0,NEAR BAY,552.4689760244663,14.541070212826126,1.5030743432084963,3.0673981191222572
-122.24,37.82,52.0,1509.0,225.0,674.0,244.0,4.9306,313400.0,NEAR BAY,552.1212452240231,16.54218428077132,2.762295081967213,6.706666666666667
-122.24,37.81,52.0,2026.0,482.0,709.0,456.0,3.2727,268500.0,NEAR BAY,551.2934036902908,16.240921177939253,1.5548245614035088,4.203319502074689
-122.25,37.81,52.0,1758.0,460.0,686.0,422.0,3.1691,259400.0,NEAR BAY,551.8807697091821,15.389379651732098,1.6255924170616114,3.8217391304347825
-122.24,37.82,52.0,3481.0,751.0,1444.0,718.0,3.9,275700.0,NEAR BAY,552.1212452240231,16.54218428077132,2.011142061281337,4.635153129161118
-122.25,37.82,28.0,3337.0,855.0,1520.0,802.0,3.9063,225000.0,NEAR BAY,552.7076542955956,15.707100089015706,1.8952618453865338,3.902923976608187
-122.25,37.82,52.0,1424.0,289.0,550.0,253.0,5.0917,262500.0,NEAR BAY,552.7076542955956,15.707100089015706,2.1739130434782608,4.927335640138408
-122.25,37.82,32.0,3809.0,1098.0,1806.0,1022.0,2.6429,218500.0,NEAR BAY,552.7076542955956,15.707100089015706,1.7671232876712328,3.4690346083788706
-122.25,37.82,26.0,3959.0,1196.0,1749.0,1217.0,3.0233,255000.0,NEAR BAY,552.7076542955956,15.707100089015706,1.4371405094494658,3.310200668896321
-122.25,37.83,52.0,2376.0,559.0,939.0,519.0,3.1484,224100.0,NEAR BAY,553.5355348584699,16.095522302400553,1.8092485549132948,4.2504472271914135
-122.25,37.83,35.0,1613.0,428.0,675.0,422.0,3.4722,243100.0,NEAR BAY,553.5355348584699,16.095522302400553,1.599526066350711,3.7686915887850465
-122.25,37.83,52.0,1279.0,287.0,534.0,291.0,3.1429,231600.0,NEAR BAY,553.5355348584699,16.095522302400553,1.8350515463917525,4.456445993031359
-122.25,37.83,28.0,5022.0,1750.0,2558.0,1661.0,2.4234,218500.0,NEAR BAY,553.5355348584699,16.095522302400553,1.5400361228175798,2.8697142857142857
-122.25,37.83,52.0,4190.0,1105.0,1786.0,1037.0,3.0897,234100.0,NEAR BAY,553.5355348584699,16.095522302400553,1.7222757955641272,3.7918552036199094
-122.23,37.84,50.0,2515.0,399.0,970.0,373.0,5.8596,327600.0,NEAR BAY,553.1962504872331,18.1461370105707,2.6005361930294906,6.303258145363409
-122.23,37.84,47.0,3175.0,454.0,1098.0,485.0,5.2868,347600.0,NEAR BAY,553.1962504872331,18.1461370105707,2.263917525773196,6.993392070484582
-122.24,37.83,41.0,2576.0,406.0,794.0,376.0,5.956,366100.0,NEAR BAY,552.9500809375166,16.91132928371464,2.1117021276595747,6.344827586206897
-122.24,37.85,37.0,334.0,54.0,98.0,47.0,4.9643,335000.0,NEAR BAY,554.6107170693778,17.835639174009682,2.0851063829787235,6.185185185185185
-122.23,37.85,52.0,2800.0,411.0,1061.0,403.0,6.3434,373600.0,NEAR BAY,554.028013287066,18.616480399120967,2.632754342431762,6.81265206812652
-122.24,37.84,52.0,3529.0,574.0,1177.0,555.0,5.1773,389500.0,NEAR BAY,553.7799063668192,17.344022393831406,2.120720720720721,6.148083623693379
-122.24,37.85,52.0,2612.0,365.0,901.0,367.0,7.2354,391100.0,NEAR BAY,554.6107170693778,17.835639174009682,2.455040871934605,7.156164383561644
-122.22,37.85,28.0,5287.0,1048.0,2031.0,956.0,5.457,337300.0,NEAR BAY,553.4461574152535,19.40567067785308,2.1244769874476988,5.044847328244275
-122.22,37.84,50.0,2935.0,473.0,1031.0,479.0,7.5,295200.0,NEAR BAY,552.6134419794603,18.955027499517847,2.152400835073069,6.20507399577167
-122.21,37.84,44.0,3424.0,597.0,1358.0,597.0,6.0194,292300.0,NEAR BAY,552.0314835334893,19.76986215828056,2.274706867671692,5.735343383584589
-122.21,37.83,40.0,4991.0,674.0,1616.0,654.0,7.5544,411500.0,NEAR BAY,551.1987947407312,19.39168880102759,2.470948012232416,7.405044510385757
-122.2,37.84,30.0,2211.0,346.0,844.0,343.0,6.0666,311500.0,NEAR BAY,551.4503778467263,20.58993527903885,2.4606413994169096,6.390173410404624
-122.21,37.84,34.0,3038.0,490.0,1140.0,496.0,7.0548,325900.0,NEAR BAY,552.0314835334893,19.76986215828056,2.2983870967741935,6.2
-122.19,37.84,18.0,1617.0,210.0,533.0,194.0,11.6017,392600.0,NEAR BAY,550.8701276239912,21.414645041218645,2.747422680412371,7.7
-122.2,37.84,35.0,2865.0,460.0,1072.0,443.0,7.4882,319300.0,NEAR BAY,551.4503778467263,20.58993527903885,2.419864559819413,6.228260869565218
-122.21,37.83,34.0,5065.0,788.0,1627.0,766.0,6.8976,333300.0,NEAR BAY,551.1987947407312,19.39168880102759,2.1240208877284594,6.427664974619289
-122.19,37.83,28.0,1326.0,184.0,463.0,190.0,8.2049,335200.0,NEAR BAY,550.0355272337257,21.06623710607423,2.4368421052631577,7.206521739130435
-122.2,37.83,26.0,1589.0,223.0,542.0,211.0,8.401,351200.0,NEAR BAY,550.6167335195239,20.227210989115367,2.5687203791469195,7.125560538116592
-122.19,37.83,29.0,1791.0,271.0,661.0,269.0,6.8538,368900.0,NEAR BAY,550.0355272337257,21.06623710607423,2.45724907063197,6.608856088560886
-122.19,37.82,32.0,1835.0,264.0,635.0,263.0,8.317,365900.0,NEAR BAY,549.2019074114479,20.77157970551917,2.414448669201521,6.950757575757576
-122.2,37.82,37.0,1229.0,181.0,420.0,176.0,7.0175,366700.0,NEAR BAY,549.784071610635,19.92002883509292,2.3863636363636362,6.790055248618785
-122.2,37.82,39.0,3770.0,534.0,1265.0,500.0,6.3302,362800.0,NEAR BAY,549.784071610635,19.92002883509292,2.53,7.059925093632959
-122.18,37.81,30.0,292.0,38.0,126.0,52.0,6.3624,483300.0,NEAR BAY,547.7870052475034,21.396342019802248,2.423076923076923,7.684210526315789
-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,331400.0,NEAR BAY,550.3670902062166,19.070935866304172,2.322857142857143,7.132132132132132
-122.2,37.81,45.0,2964.0,436.0,1067.0,426.0,6.7851,323500.0,NEAR BAY,548.9523965905358,19.670991026718276,2.504694835680751,6.798165137614679
-122.21,37.8,50.0,2833.0,605.0,1260.0,552.0,2.8929,216700.0,NEAR BAY,548.7066518094354,18.613037412661605,2.282608695652174,4.682644628099173
-122.21,37.8,38.0,2254.0,535.0,951.0,487.0,3.0812,233100.0,NEAR BAY,548.7066518094354,18.613037412661605,1.9527720739219712,4.213084112149533
-122.21,37.81,52.0,1389.0,212.0,510.0,224.0,5.2402,296400.0,NEAR BAY,549.5363743988914,18.810540942242156,2.2767857142857144,6.55188679245283
-122.22,37.81,52.0,1971.0,335.0,765.0,308.0,6.5217,273700.0,NEAR BAY,550.1212033288439,17.95185904801938,2.4837662337662336,5.883582089552239
-122.22,37.8,52.0,2183.0,465.0,1129.0,460.0,3.2632,227700.0,NEAR BAY,549.2924412221361,17.744680350594237,2.4543478260869565,4.694623655913978
-122.22,37.8,52.0,2286.0,464.0,1073.0,441.0,3.0298,199600.0,NEAR BAY,549.2924412221361,17.744680350594237,2.433106575963719,4.926724137931035
-122.22,37.8,52.0,2721.0,541.0,1185.0,515.0,4.5428,239800.0,NEAR BAY,549.2924412221361,17.744680350594237,2.3009708737864076,5.029574861367838
-122.22,37.81,52.0,2024.0,339.0,756.0,340.0,4.072,270100.0,NEAR BAY,550.1212033288439,17.95185904801938,2.223529411764706,5.9705014749262535
-122.22,37.81,52.0,2944.0,536.0,1034.0,521.0,5.3509,302100.0,NEAR BAY,550.1212033288439,17.95185904801938,1.9846449136276392,5.492537313432836
-122.23,37.8,52.0,2033.0,486.0,787.0,459.0,3.1603,269500.0,NEAR BAY,549.8790784651696,16.877400254927498,1.7145969498910676,4.183127572016461
-122.23,37.81,52.0,1433.0,229.0,612.0,213.0,4.7708,314700.0,NEAR BAY,550.706880662679,17.095211801989976,2.8732394366197185,6.25764192139738
-122.22,37.81,52.0,2927.0,402.0,1021.0,380.0,8.1564,390100.0,NEAR BAY,550.1212033288439,17.95185904801938,2.6868421052631577,7.281094527363184
-122.23,37.81,52.0,2315.0,292.0,861.0,258.0,8.8793,410300.0,NEAR BAY,550.706880662679,17.095211801989976,3.3372093023255816,7.928082191780822
-122.24,37.81,52.0,2485.0,313.0,953.0,327.0,6.8591,352400.0,NEAR BAY,551.2934036902908,16.240921177939253,2.914373088685015,7.939297124600639
-122.24,37.81,52.0,1490.0,238.0,634.0,256.0,6.0302,287300.0,NEAR BAY,551.2934036902908,16.240921177939253,2.4765625,6.260504201680672
-122.23,37.81,52.0,2814.0,365.0,878.0,352.0,7.508,348700.0,NEAR BAY,550.706880662679,17.095211801989976,2.4943181818181817,7.7095890410958905
-122.24,37.81,52.0,2093.0,550.0,918.0,483.0,2.7477,243800.0,NEAR BAY,551.2934036902908,16.240921177939253,1.9006211180124224,3.8054545454545456
-122.24,37.8,52.0,888.0,168.0,360.0,175.0,2.1944,211500.0,NEAR BAY,550.4665608217549,16.011372143864964,2.057142857142857,5.285714285714286
-122.25,37.8,52.0,2087.0,510.0,1197.0,488.0,3.0149,218400.0,NEAR BAY,551.054885582785,15.146810778623887,2.4528688524590163,4.092156862745098
-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,269900.0,NEAR BAY,551.2934036902908,16.240921177939253,2.023166023166023,5.00597609561753
-122.25,37.81,46.0,3232.0,835.0,1373.0,747.0,3.225,218800.0,NEAR BAY,551.8807697091821,15.389379651732098,1.8380187416331994,3.8706586826347307
-122.25,37.8,42.0,4120.0,1065.0,1715.0,1015.0,2.9345,225000.0,NEAR BAY,551.054885582785,15.146810778623887,1.6896551724137931,3.868544600938967
-122.25,37.8,43.0,2364.0,792.0,1359.0,722.0,2.1429,250000.0,NEAR BAY,551.054885582785,15.146810778623887,1.8822714681440442,2.984848484848485
-122.25,37.8,41.0,1471.0,469.0,1062.0,413.0,1.6121,171400.0,NEAR BAY,551.054885582785,15.146810778623887,2.5714285714285716,3.136460554371002
-122.25,37.8,29.0,2468.0,864.0,1335.0,773.0,1.3929,193800.0,NEAR BAY,551.054885582785,15.146810778623887,1.7270375161707632,2.8564814814814814
-122.24,37.79,27.0,1632.0,492.0,1171.0,429.0,2.3173,125000.0,NEAR BAY,549.6407211254153,15.856651993498032,2.7296037296037294,3.317073170731707
-122.25,37.79,45.0,1786.0,526.0,1475.0,460.0,1.7772,97500.0,NEAR BAY,550.2300064214384,14.983043926426935,3.2065217391304346,3.3954372623574143
-122.25,37.79,50.0,629.0,188.0,742.0,196.0,2.6458,125000.0,NEAR BAY,550.2300064214384,14.983043926426935,3.7857142857142856,3.345744680851064
